,Tipo,Valor
822,Postest,51.670877627878156
823,Postest,100
824,Postest,79.79692043666874
825,Postest,71.87395719120941
826,Postest,0
827,Postest,0
828,Postest,79.79692043666874
829,Postest,100
830,Postest,100
831,Postest,28.126042808790576
832,Postest,51.670877627878156
833,Postest,0
834,Postest,71.87395719120941
835,Postest,0
836,Postest,48.329122372121844
837,Postest,100
838,Postest,79.79692043666874
839,Postest,71.87395719120941
840,Postest,28.126042808790576
841,Postest,51.670877627878156
842,Postest,79.79692043666874
843,Postest,79.79692043666874
844,Postest,20.203079563331265
845,Postest,51.670877627878156
846,Postest,51.670877627878156
847,Postest,71.87395719120941
848,Postest,51.670877627878156
849,Postest,20.203079563331265
850,Postest,100
851,Postest,71.87395719120941
852,Postest,71.87395719120941
853,Postest,79.79692043666874
854,Postest,0
855,Postest,71.87395719120941
856,Postest,71.87395719120941
857,Postest,79.79692043666874
858,Postest,0
859,Postest,100
860,Postest,51.670877627878156
861,Postest,100
862,Postest,28.126042808790576
863,Postest,79.79692043666874
864,Postest,71.87395719120941
865,Postest,0
866,Postest,100
867,Postest,51.670877627878156
868,Postest,20.203079563331265
869,Postest,51.670877627878156
870,Postest,51.670877627878156
871,Postest,20.203079563331265
872,Postest,51.670877627878156
873,Postest,20.203079563331265
874,Postest,0
875,Postest,0
876,Postest,28.126042808790576
877,Postest,48.329122372121844
878,Postest,79.79692043666874
879,Postest,28.126042808790576
880,Postest,28.126042808790576
881,Postest,79.79692043666874
882,Postest,100
883,Postest,51.670877627878156
884,Postest,100
885,Postest,71.87395719120941
886,Postest,100
887,Postest,0
888,Postest,20.203079563331265
889,Postest,48.329122372121844
890,Postest,79.79692043666874
891,Postest,51.670877627878156
892,Postest,79.79692043666874
893,Postest,79.79692043666874
894,Postest,71.87395719120941
895,Postest,100
896,Postest,79.79692043666874
897,Postest,51.670877627878156
898,Postest,51.670877627878156
899,Postest,51.670877627878156
900,Postest,20.203079563331265
901,Postest,20.203079563331265
902,Postest,100
903,Postest,51.670877627878156
904,Postest,20.203079563331265
905,Postest,20.203079563331265
906,Postest,20.203079563331265
907,Postest,79.79692043666874
908,Postest,51.670877627878156
909,Postest,79.79692043666874
910,Postest,79.79692043666874
911,Postest,0
912,Postest,71.87395719120941
913,Postest,79.79692043666874
914,Postest,71.87395719120941
915,Postest,51.670877627878156
916,Postest,71.87395719120941
917,Postest,51.670877627878156
918,Postest,0
919,Postest,79.79692043666874
920,Postest,0
921,Postest,51.670877627878156
922,Postest,71.87395719120941
923,Postest,71.87395719120941
924,Postest,79.79692043666874
925,Postest,51.670877627878156
926,Postest,0
927,Postest,51.670877627878156
928,Postest,48.329122372121844
929,Postest,51.670877627878156
930,Postest,20.203079563331265
931,Postest,51.670877627878156
932,Postest,20.203079563331265
933,Postest,79.79692043666874
934,Postest,20.203079563331265
935,Postest,100
936,Postest,51.670877627878156
937,Postest,51.670877627878156
938,Postest,51.670877627878156
939,Postest,0
940,Postest,0
941,Postest,51.670877627878156
942,Postest,51.670877627878156
943,Postest,71.87395719120941
944,Postest,0
945,Postest,71.87395719120941
946,Postest,0
947,Postest,71.87395719120941
948,Postest,71.87395719120941
949,Postest,51.670877627878156
950,Postest,51.670877627878156
951,Postest,51.670877627878156
952,Postest,28.126042808790576
953,Postest,20.203079563331265
954,Postest,28.126042808790576
955,Postest,51.670877627878156
956,Postest,28.126042808790576
957,Postest,48.329122372121844
958,Postest,51.670877627878156
959,Postest,0
960,Postest,71.87395719120941
961,Postest,100
962,Postest,100
963,Postest,100
964,Postest,51.670877627878156
965,Postest,51.670877627878156
966,Postest,79.79692043666874
967,Postest,71.87395719120941
968,Postest,0
969,Postest,51.670877627878156
970,Postest,48.329122372121844
971,Postest,0
